Link,Tiêu đề,Địa chỉ,Địa chỉ 1,Địa chỉ 2,Mức giá,Giá/m²,Số phòng ngủ,Huyện,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Latitude,Longitude
https://batdongsan.com.vn/ban-dat-duong-xuan-khoi-phuong-cu-khoi-9/ban-long-bien-ha-noi-dien-tich-68m2-oto-tranh-kinh-doanh-pr45066428,"Bán đất đường Xuân Khôi, Cự Khối, Long Biên, Hà Nội diện tích 68.3m2, đường oto tránh, kinh doanh","Đường Xuân Khôi, Phường Cự Khối, Quận Long Biên, Hà Nội | (Phường Long Biên, Hà Nội mới)","Đường Xuân Khôi, Phường Cự Khối, Quận Long Biên, Hà Nội","(Phường Long Biên, Hà Nội mới)","7,5 tỷ","~109,81 triệu/m²",,Long Biên,"68,3 m²","4,4 m",5 m,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45066428,21.0035007709181,105.902682078396
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-21a-quoc-lo-21-xa-co-dong-16/hot-mua-1-tang-1-goc-sieu-loi-nhuan-ep-nhat-hoa-lac-sat-ql21-khu-cnc-giap-du-an-at-au-gia-pr45492513,"Hot - lô góc siêu lợi nhuận đẹp nhất Hoà Lạc - sát QL21, khu CNC, giáp dự án đất đấu giá","Đường Quốc lộ 21A(Quốc lộ 21), Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội | (Xã Đoài Phương, Hà Nội mới)","Đường Quốc lộ 21A(Quốc lộ 21), Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội","(Xã Đoài Phương, Hà Nội mới)","3,2 tỷ","~31,31 triệu/m²",,Sơn Tây,"102,2 m²","5,57 m",,,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45492513,21.0461329574734,105.50711710435
https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-1-14/chinh-chu-inh-gui-ban-42m-x-5-tang-lo-goc-10m-ra-bo-cong-an-o-to-tranh-gia-nhinh-8-ty-pr45180767,"Chính chủ gửi bán nhà Mỹ Đình - lô góc 42m² x 5 tầng - 10m ra Bộ Công an - giá 8,2 tỷ","đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội | (Phường Từ Liêm, Hà Nội mới)","đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","(Phường Từ Liêm, Hà Nội mới)","8,2 tỷ","~195,24 triệu/m²",8 phòng,Nam Từ Liêm,42 m²,8 m,3 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45180767,21.0237023682279,105.774306918918
https://batdongsan.com.vn/ban-dat-duong-co-linh-phuong-thach-ban-1-9/50m2-at-uong-o-to-7-cho-ra-vao-ngo-thong-pr45185980,"Bán 50m2 đất Cổ Linh - Thạch Bàn, đường ô tô 7 chỗ ra vào, ngõ thông","Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội | (Phường Long Biên, Hà Nội mới)","Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","(Phường Long Biên, Hà Nội mới)","8,65 tỷ",~173 triệu/m²,,Long Biên,50 m²,"3,7 m",,,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45185980,21.0242942396412,105.902512017931
https://batdongsan.com.vn/ban-dat-duong-co-linh-phuong-thach-ban-1-9/37m2-at-san-nha-cap-4-tren-at-uong-o-to-5-cho-ra-vao-pr45185520,"Bán 37m2 đất Thạch Bàn - Cổ Linh, sẵn nhà cấp 4 trên đất, đường ô tô 5 chỗ ra vào","Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội | (Phường Long Biên, Hà Nội mới)","Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","(Phường Long Biên, Hà Nội mới)","7,35 tỷ","~198,65 triệu/m²",,Long Biên,37 m²,"4,8 m",3 m,,,,,Sổ đỏ,02/06/2026,17/06/2026,Tin thường,45185520,21.0241149577015,105.902339362528
https://batdongsan.com.vn/ban-dat-xa-mai-lam/ban-manh-dep-cua-thon-du-noi-dong-anh-hn-dien-tich-65-5m-no-hau-pr45079829,Bán mảnh đất đẹp của thôn Du Nội - Mai Lâm - Đông Anh. Diện tích: 65.5m2. Nở hậu,"thôn Du Nội, Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","thôn Du Nội, Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)",7 tỷ,"~106,87 triệu/m²",,Đông Anh,"65,5 m²","3,7 m","3,5 m",,,,,Sổ đỏ/ Sổ hồng.,02/06/2026,17/06/2026,Tin thường,45079829,21.0919981803158,105.889367998487
https://batdongsan.com.vn/ban-dat-duong-an-dao-a-thi-tran-trau-quy-11/ban-at-mat-uong-kinh-doanh-sam-uat-truong-hoc-vien-nong-nghiep-uong-ao-gia-lam-pr45839284,"Bán đất mặt đường kinh doanh sầm uất trường Học Viện Nông Nghiệp, đường An Đào A, Trâu Quỳ, Gia Lâm","Đường An Đào A, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội | (Xã Gia Lâm, Hà Nội mới)","Đường An Đào A, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","(Xã Gia Lâm, Hà Nội mới)",12 tỷ,"~252,1 triệu/m²",,Gia Lâm,"47,6 m²","3,6 m",8 m,,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45839284,21.0026900037427,105.939538228297
https://batdongsan.com.vn/ban-dat-xa-le-chi/at-au-gia-kim-ho-gia-lam-vi-tri-ep-ha-tang-ong-bo-uong-o-to-7-cho-chay-thong-pr45387511,"Đất đấu giá Kim Hồ, Lệ Chi, Gia Lâm vị trí đẹp, hạ tầng đồng bộ, đường ô tô 7 chỗ chạy thông","Xã Thuận An, Hà Nội, Xã Lệ Chi, Huyện Gia Lâm, Hà Nội | (Xã Thuận An, Hà Nội mới)","Xã Thuận An, Hà Nội, Xã Lệ Chi, Huyện Gia Lâm, Hà Nội","(Xã Thuận An, Hà Nội mới)","3,7 tỷ","~45,68 triệu/m²",,Gia Lâm,81 m²,,,,,,,Sổ đỏ,02/06/2026,17/06/2026,Tin thường,45387511,21.04843354924,106.006341809685
https://batdongsan.com.vn/ban-dat-xa-hien-ninh-1/duy-nhat-1-lo-at-tai-nam-cuong-noi-bai-gia-1ty270tr-san-so-o-pr45839172,"Duy nhất 1 lô đất tại Nam Cương, xã Nội Bài giá 1ty270tr, sẵn sổ đỏ","Nam Cương, Xã Hiền Ninh, Huyện Sóc Sơn, Hà Nội | (Xã Nội Bài, Hà Nội mới)","Nam Cương, Xã Hiền Ninh, Huyện Sóc Sơn, Hà Nội","(Xã Nội Bài, Hà Nội mới)","1,27 tỷ","~26,46 triệu/m²",,Sóc Sơn,48 m²,"7,41 m",3 m,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45839172,21.2436906996768,105.774903874844
https://batdongsan.com.vn/ban-dat-duong-co-loa-xa-co-loa-10/ban-chinh-chu-ngo-22-dong-anh-80m2-mat-tien-8m-oto-gia-re-pr44391163,"Bán đất chính chủ ngõ 22 Cổ Loa, Đông Anh. 80m2, mặt tiền 8m, đường oto, giá rẻ","ngõ 22, Đường Cổ Loa, Xã Cổ Loa, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","ngõ 22, Đường Cổ Loa, Xã Cổ Loa, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)",93 triệu/m²,"~7,44 tỷ",,Đông Anh,80 m²,8 m,4 m,,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,44391163,21.11603780258,105.869943766592
https://batdongsan.com.vn/ban-dat-xa-phu-cat-1/100m-full-tho-cu-tai-hoa-lac-gan-ai-hoc-giao-thong-van-tai-gan-cong-nghe-cao-gia-3-ty-pr45718410,"100m² full thổ cư tại Phú Cát, Hòa Lạc, gần Đại Học Giao Thông Vận Tải, gần công nghệ cao giá 3 tỷ","Xã Phú Cát, Huyện Quốc Oai, Hà Nội | (Xã Phú Cát, Hà Nội mới)","Xã Phú Cát, Huyện Quốc Oai, Hà Nội","(Xã Phú Cát, Hà Nội mới)",3 tỷ,~30 triệu/m²,,Quốc Oai,100 m²,"5,2 m",,,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45718410,20.9741947743979,105.553091246561
https://batdongsan.com.vn/ban-dat-xa-tien-xuan/cat-lo-ban-gap-sieu-pham-94-1m2-full-tho-mat-6m-sat-dhqg-ga-metro-hoa-lac-chi-hon-3-ty-pr45122389,"Cắt lỗ bán gấp siêu phẩm 94.1m2, full thổ, mặt tiền 6m, sát ĐHQG & ga Metro Hòa Lạc, chỉ 3.48 tỷ","Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội | (Xã Yên Xuân, Hà Nội mới)","Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội","(Xã Yên Xuân, Hà Nội mới)",37 triệu/m²,"~3,48 tỷ",,Thạch Thất,"94,1 m²",6 m,5 m,Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,02/06/2026,17/06/2026,Tin thường,45122389,20.9741536266012,105.480015863899
https://batdongsan.com.vn/ban-dat-xa-lien-ha-2/at-ep-97-3m-gia-4-3-ty-sat-khu-tai-inh-cu-thu-lam-vinhomes-va-sieu-du-an-lon-pr45838123,"Đất đẹp Liên Hà 97,3m2. Giá 4,3 tỷ sát khu tái định cư Thư Lâm, Vinhomes Liên Hà và siêu dự án lớn","Xã Liên Hà, Huyện Đông Anh, Hà Nội | (Xã Thư Lâm, Hà Nội mới)","Xã Liên Hà, Huyện Đông Anh, Hà Nội","(Xã Thư Lâm, Hà Nội mới)","4,3 tỷ","~44,19 triệu/m²",,Đông Anh,"97,3 m²","6,9 m",3 m,,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45838123,21.15172923936,105.899067353457
https://batdongsan.com.vn/ban-nha-rieng-duong-phung-khoang-phuong-trung-van-14/gap-toa-chdv-86m2-7t-mt-6-5m-21-phong-kk-ngo-o-to-du-gpxd-pccc-dong-tien-7-nam-pr44406148,"Gấp! Toà CHDV Phùng Khoang, 85.3m2*7T, MT 6.5m, 21P KK, ngõ ô tô, đủ GPXD/PCCC, dòng tiền 7%/năm","Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội | (Phường Đại Mỗ, Hà Nội mới)","Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","(Phường Đại Mỗ, Hà Nội mới)","19,9 tỷ","~233,29 triệu/m²",21 phòng,Nam Từ Liêm,"85,3 m²","6,5 m",,,,7 tầng,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,44406148,20.9883389219041,105.79318375386
https://batdongsan.com.vn/ban-nha-rieng-pho-xa-dan-phuong-phuong-lien-3/sieu-hiem-toa-chdv-90-8m2-7t-mt-6m-25-can-ho-kk-sat-du-gpxd-pccc-dong-tien-8-nam-pr44362261,"Tòa CHDV Xã Đàn, 90.8m2*8T, MT 6m, 21 căn hộ KK, ngõ KD, ô tô tránh, đủ GPXD/PCCC, dòng tiền 8%/năm","Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội | (Phường Văn Miếu-quốc Tử Giám, Hà Nội mới)","Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội","(Phường Văn Miếu-quốc Tử Giám, Hà Nội mới)","20,9 tỷ","~230,18 triệu/m²",21 phòng,Đống Đa,"90,8 m²",6 m,,,,8 tầng,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,44362261,21.0114855490502,105.837101537272
https://batdongsan.com.vn/ban-nha-rieng-duong-hau-ai-xa-van-canh-1-21/gia-au-tu-ban-ep-31m2x5t-chi-5-75-ty-gan-pho-pr45838236,"Giá đầu tư! Bán nhà đẹp Hậu Ái Vân Canh 31m2x5T, chỉ 5.75 tỷ gần phố","xóm 12, Đường Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội | (Xã Sơn Đồng, Hà Nội mới)","xóm 12, Đường Hậu Ái, Xã Vân Canh, Huyện Hoài Đức, Hà Nội","(Xã Sơn Đồng, Hà Nội mới)","5,75 tỷ","~185,48 triệu/m²",3 phòng,Hoài Đức,31 m²,,,,,5 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45838236,21.0362720481625,105.726950794618
https://batdongsan.com.vn/ban-dat-xa-mai-lam/ban-at-hien-uong-4m-oto-so-san-sang-ten-khong-quy-hoach-pr45838194,"Bán đất Mai Hiên, đường 4m oto, sổ sẵn sang tên, không quy hoạch","Mai Hiên, Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","Mai Hiên, Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)","5,4 tỷ","~116,13 triệu/m²",,Đông Anh,"46,5 m²","3,6 m",4 m,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45838194,21.085970324215,105.886209513992
https://batdongsan.com.vn/ban-dat-xa-tien-phong-8/ban-at-me-linh-o-to-vao-at-chi-2-65-ty-pr45838179,"Bán đất Tiền Phong, Mê Linh ô tô vào đất. Chỉ 2.65 tỷ","Xã Tiền Phong, Huyện Mê Linh, Hà Nội | (Xã Mê Linh, Hà Nội mới)","Xã Tiền Phong, Huyện Mê Linh, Hà Nội","(Xã Mê Linh, Hà Nội mới)","2,65 tỷ","~46,09 triệu/m²",,Mê Linh,"57,5 m²","4,6 m",,,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45838179,21.1504236069018,105.757415201515
https://batdongsan.com.vn/ban-nha-rieng-duong-thuong-thanh-phuong-thuong-thanh-1-9/au-tu-sinh-loi-at-mat-ngo-to-70m2-san-o-gia-7-45-ty-pr45693440,"Đầu tư sinh lời: Đất mặt ngõ to Thượng Thanh 70m2, sẵn nhà ở, giá 7.45 tỷ","Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội | (Phường Việt Hưng, Hà Nội mới)","Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội","(Phường Việt Hưng, Hà Nội mới)","7,45 tỷ","~106,43 triệu/m²",3 phòng,Long Biên,70 m²,,,,,2 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45693440,21.0581221171468,105.886627534886
https://batdongsan.com.vn/ban-nha-rieng-duong-to-vinh-dien-phuong-phuong-liet-5/khong-qh-lo-goc-7-tang-thang-may-kv-nga-tu-so-phan-lo-quan-oi-60m2-mt-5-2m-noi-that-xin-so-pr45837885,"Không QH-Nhà lô góc 7 tầng thang máy kv Ngã Tư Sở, phân lô quân đội 58.5m2 MT 5.2m nội thất xịn sò","Đường Tô Vĩnh Diện, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội | (Phường Phương Liệt, Hà Nội mới)","Đường Tô Vĩnh Diện, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","(Phường Phương Liệt, Hà Nội mới)",28 tỷ,"~478,63 triệu/m²",6 phòng,Thanh Xuân,"58,5 m²","5,2 m",4 m,,,7 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837885,20.9996819837537,105.820564933328
https://batdongsan.com.vn/ban-dat-xa-dong-hoi/ban-manh-at-tai-thon-phu-ong-anh-ha-noi-dien-tich-60-m2-vuong-van-mat-tien-3-3m-pr45837839,"Bán mảnh đất - tại thôn Hội Phụ - Đông Anh - Hà Nội. Diện tích: 60 m², vuông vắn mặt tiền: 3.3 m","thôn Hội Phụ, Xã Đông Hội, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","thôn Hội Phụ, Xã Đông Hội, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)","5,4 tỷ",~90 triệu/m²,,Đông Anh,60 m²,"3,3 m","2,5 m",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837839,21.088343150572,105.868351250339
https://batdongsan.com.vn/ban-dat-phuong-viet-hung-2/lo-goc-132m2-at-long-bien-mat-tien-25m-2-mat-uong-25m-canh-cong-vien-ho-ieu-hoa-pr45645711,"Lô góc 132m2 đất Việt Hưng - Long Biên, mặt tiền 25m, 2 mặt đường 25m, cạnh công viên hồ điều hòa","Phường Việt Hưng, Quận Long Biên, Hà Nội | (Phường Việt Hưng, Hà Nội mới)","Phường Việt Hưng, Quận Long Biên, Hà Nội","(Phường Việt Hưng, Hà Nội mới)","54,5 tỷ","~412,88 triệu/m²",,Long Biên,132 m²,25 m,25 m,,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45645711,21.0517178587777,105.900245925842
https://batdongsan.com.vn/ban-dat-duong-6-4-xa-thuy-huong-1-24/50m-mat-kinh-doanh-chuc-son-buon-ban-sam-uat-pr45831408,50m2 mặt kinh doanh Chúc Đồng buôn bán sầm uất,"Chúc Đồng, Đường 6, Xã Thụy Hương, Huyện Chương Mỹ, Hà Nội | (Phường Chương Mỹ, Hà Nội mới)","Chúc Đồng, Đường 6, Xã Thụy Hương, Huyện Chương Mỹ, Hà Nội","(Phường Chương Mỹ, Hà Nội mới)","3,7 tỷ",~74 triệu/m²,,Chương Mỹ,50 m²,5 m,10 m,,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45831408,20.9086751212993,105.715130732596
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-tien-dong-phuong-trung-liet-3/ong-a-o-to-o-cua-gan-ho-hoang-cau-moi-5-tang-chao-8-6-ty-pr45436981,"Đống Đa ô tô đỗ cửa gần hồ Hoàng Cầu nhà mới 5 tầng chào 8,3 tỷ","Đường Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội | (Phường Đống Đa, Hà Nội mới)","Đường Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội","(Phường Đống Đa, Hà Nội mới)","8,3 tỷ","~319,23 triệu/m²",3 phòng,Đống Đa,26 m²,"3,1 m",4 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45436981,21.0142567002152,105.821856782074
https://batdongsan.com.vn/ban-dat-duong-dong-trang-xa-co-dong-16/lai-kep-loi-nhuan-cao-hoa-lac-thach-that-canh-h-fpt-hv-tai-chinh-sat-cnc-view-ho-bai-o-xe-pr45835192,"Lãi kép lợi nhuận cao khu Hòa Lạc-Thạch Thất cạnh ĐH FPT, HV Tài Chính, sát CNC, view hồ-bãi đỗ xe","Đường Đồng Trạng, Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội | (Xã Đoài Phương, Hà Nội mới)","Đường Đồng Trạng, Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội","(Xã Đoài Phương, Hà Nội mới)","3,2 tỷ",~32 triệu/m²,,Sơn Tây,100 m²,"6,2 m",16 m,,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45835192,21.0363648389279,105.514939699503
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-dien-phuong-minh-khai_1-718/chinh-chu-gui-ban-bac-tu-liem-oto-do-cua-pr45136790,"Chính chủ gửi bán nhà Nguyên Xá, gần ĐH Công Nghiệp Hà Nội 61m2 x 5t oto đỗ cửa","Nguyên Xá, Đường Cầu Diễn, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội | (Phường Tây Tựu, Hà Nội mới)","Nguyên Xá, Đường Cầu Diễn, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội","(Phường Tây Tựu, Hà Nội mới)","12,5 tỷ","~204,92 triệu/m²",6 phòng,Bắc Từ Liêm,61 m²,,4 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45136790,21.0476473154789,105.745623351984
https://batdongsan.com.vn/ban-dat-xa-co-loa/ban-at-thon-san-ong-anh-ha-noi-dien-tich-33-4m2-pr45837337,Bán đất thôn Sằn Cổ Loa xã Đông Anh Hà Nội diện tích: 33.4m²,"thôn Sằn, Xã Cổ Loa, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","thôn Sằn, Xã Cổ Loa, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)","2,65 tỷ","~79,34 triệu/m²",,Đông Anh,"33,4 m²",9 m,"2,3 m",Nam,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837337,21.1154027479844,105.866463760481
https://batdongsan.com.vn/ban-nha-rieng-phuong-my-dinh-2/re-nhat-inh-dan-xay-moi-5-tang-7-ngu-10m-ra-mat-ngo-kinh-doanh-o-to-dung-o-gia-9-ty-ti-pr45837205,Rẻ nhất Mỹ Đình - dân xây mới 5 tầng 7 ngủ - 10m ra mặt ngõ kinh doanh ô tô dừng đỗ - giá 9 tỷ,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội | (Phường Từ Liêm, Hà Nội mới)","Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","(Phường Từ Liêm, Hà Nội mới)",9 tỷ,~225 triệu/m²,6 phòng,Nam Từ Liêm,40 m²,"4,25 m",3 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837205,21.0321337523872,105.774270174682
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-3-xa-phu-lo-12/hiem-re-goc-soc-son-100m2-full-tho-uong-thong-o-to-vao-at-pr45837173,Hiếm rẻ lô góc - Phù Lỗ - Sóc Sơn - 100m2 full thổ đường thông ô tô vào đất,"Đường Quốc lộ 3, Xã Phù Lỗ, Huyện Sóc Sơn, Hà Nội | (Xã Sóc Sơn, Hà Nội mới)","Đường Quốc lộ 3, Xã Phù Lỗ, Huyện Sóc Sơn, Hà Nội","(Xã Sóc Sơn, Hà Nội mới)","4,1 tỷ",~41 triệu/m²,,Sóc Sơn,100 m²,,5 m,,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837173,21.1989076621068,105.848444596655
https://batdongsan.com.vn/ban-nha-rieng-pho-phao-dai-lang-phuong-lang-ha-3/50m2-6-tang-21-5-ty-ai-via-he-phan-lo-o-to-tranh-ngo-thong-kinh-doanh-24-7-pr45837155,"50m²/6 tầng/ 21,5 tỷ Pháo Đài Láng vỉa hè phân lô ô tô tránh - ngõ thông kinh doanh 24/7","Phố Pháo Đài Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội | (Phường Láng, Hà Nội mới)","Phố Pháo Đài Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","(Phường Láng, Hà Nội mới)","21,5 tỷ",~430 triệu/m²,,Đống Đa,50 m²,4 m,15 m,,,6 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837155,21.0194822310525,105.805760348485
https://batdongsan.com.vn/ban-dat-duong-dt-416-phuong-kim-son-6-16/ban-gap-at-nen-418-9m2-tai-thon-long-ho-t-416-son-tay-21-trieu-vnd-pr45445851,"Bán gấp 481.9m2 tại thôn Lòng Hồ, tay chạm nước hồ, Thôn Lòng Hồ, Xã Đoài Phương, HL 25,5tr VND/m2","Thôn Lòng Hồ, Đường ĐT 416, Phường Kim Sơn, Thị xã Sơn Tây, Hà Nội | (Xã Đoài Phương, Hà Nội mới)","Thôn Lòng Hồ, Đường ĐT 416, Phường Kim Sơn, Thị xã Sơn Tây, Hà Nội","(Xã Đoài Phương, Hà Nội mới)","25,5 triệu/m²","~12,29 tỷ",,Sơn Tây,"481,9 m²",9 m,10 m,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,01/06/2026,01/07/2026,Tin thường,45445851,21.0847195906059,105.459343840656
https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tan-phuong-cong-vi-2/hang-hiem-pho-ao-74-1m2-8-tang-mt-14m-lo-goc-oto-tranh-kinh-doanh-inh-dt-180-trieu-thang-pr45837072,"Hàng hiếm! Phố Đào Tấn, 74,1m2*8 tầng, MT 14m, lô góc, ôtô tránh, kinh doanh đỉnh, DT 180 triệu/th","Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội | (Phường Giảng Võ, Hà Nội mới)","Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội","(Phường Giảng Võ, Hà Nội mới)","48,5 tỷ","~654,52 triệu/m²",10 phòng,Ba Đình,"74,1 m²",14 m,,,,8 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837072,21.0326844411254,105.809012375142
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la-6/ban-33-m2-dan-xay-6-tang-mt-3-6-m-full-o-lo-goc-ngo-3-m-chi-10-ty-pr45837060,"Bán nhà Xuân La 33 m2 dân xây 6 tầng MT 3.6 m full đồ, lô góc ngõ 3 m chỉ 10 tỷ, 0948 031 ***","Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội | (Phường Xuân Đỉnh, Hà Nội mới)","Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội","(Phường Xuân Đỉnh, Hà Nội mới)",10 tỷ,"~303,03 triệu/m²",3 phòng,Tây Hồ,33 m²,"3,6 m",3 m,,,6 tầng,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45837060,21.0644248528481,105.805902552086
https://batdongsan.com.vn/ban-dat-duong-ngoc-thuy-phuong-ngoc-thuy-9/ban-manh-at-o-pho-56-3m2-mt-4m-uong-12m-phan-lo-gan-cong-vien-gia-19-368-ty-pr45342954,"Bán mảnh đất ở phố Ngọc Thụy 56,3m2, MT 4m, đường 12m, phân lô, gần công viên, giá 19,368 tỷ","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội | (Phường Bồ Đề, Hà Nội mới)","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","(Phường Bồ Đề, Hà Nội mới)","19,37 tỷ","~344,01 triệu/m²",,Long Biên,"56,3 m²",4 m,12 m,,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45342954,21.0500285794579,105.866936463005
https://batdongsan.com.vn/ban-dat-duong-sap-mai-xa-vong-la-10/ban-lo-at-mat-uong-moi-3-o-to-tranh-nhau-tai-thien-loc-dt314m2-mt9-40m-s-cc-gia-tot-pr45836867,"Bán lô đất mặt đường mới, 3 ô tô tránh nhau tại Sáp Mai, Thiên Lộc, 314m2 mt 9.40m, sđcc, giá tốt","Đường Sáp Mai, Xã Võng La, Huyện Đông Anh, Hà Nội | (Xã Thiên Lộc, Hà Nội mới)","Đường Sáp Mai, Xã Võng La, Huyện Đông Anh, Hà Nội","(Xã Thiên Lộc, Hà Nội mới)","36,11 tỷ",~115 triệu/m²,,Đông Anh,314 m²,"9,4 m",16 m,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,01/06/2026,16/06/2026,Tin thường,45836867,21.1045818132898,105.77407655685
